Symbol,Sector,Price,% Change,Score,RSI,RSI Zone,ATR%,EMA20,Trend,Sentiment Bar,Momentum,News Sentiment,Distance to EMA%,Exhaustion,Pullback Window,Breakout Window,Exp Ride Length,Vol Shape,Freshness Index,Rel Momentum,MACD,MACD Signal,MACD Hist,Stoch %K,Stoch %D,VWAP,Why This Stock,Future Pred (5d),Risk Indicator,notes,Leadership Rank,Tier,Rank Change
GPC,Consumer Cyclical,126.43,-0.12,36.11,41.29,Neutral,1.93,128.0512,Bearish,★★☆☆☆ →,3.05,0.0,-1.27,No,Not expected,Not imminent,1.6,Decreasing,0.01,3.05,-0.8904,-1.3835,0.4931,49.02,49.74,123.1099,Bullish MACD; Above VWAP,127.2,Low,,431.5,,-
BANC,Financial Services,16.58,2.35,36.09,45.4,Neutral,2.78,16.9269,Bearish,★★☆☆☆ →,-1.07,0.0,-2.05,No,Not expected,Not imminent,1.9,Decreasing,0.02,-1.07,-0.0752,0.0283,-0.1035,24.34,33.62,15.1227,Above VWAP,16.54,Low,,952.5,,-
AAAU,Unknown,40.09,0.53,36.08,52.04,Neutral,1.66,40.0511,Neutral,★★☆☆☆ →,3.11,0.0,0.1,No,Not expected,Not imminent,2.2,Decreasing,0.03,3.11,0.1403,0.1599,-0.0196,47.14,61.39,32.9953,Above VWAP,40.34,Low,,423.5,,-
NTST,Real Estate,18.45,1.1,36.08,49.34,Neutral,1.84,18.4566,Neutral,★★☆☆☆ →,0.76,0.0,-0.04,No,Not expected,Not imminent,2.1,Decreasing,0.04,0.76,-0.1048,-0.1119,0.0072,38.03,24.4,16.456,Bullish MACD; Above VWAP,18.48,Low,,628.5,,-
SGOL,Unknown,38.71,0.52,36.07,52.02,Neutral,1.66,38.6754,Neutral,★★☆☆☆ →,3.12,0.0,0.09,No,Not expected,Not imminent,2.1,Decreasing,0.03,3.12,0.1352,0.1547,-0.0195,46.87,61.14,31.669,Above VWAP,38.95,Low,,422.0,,-
OUNZ,Unknown,39.1,0.51,36.06,52.02,Neutral,1.66,39.063,Neutral,★★☆☆☆ →,3.14,0.0,0.09,No,Not expected,Not imminent,2.1,Decreasing,0.03,3.14,0.1361,0.1556,-0.0195,46.92,61.1,31.8548,Above VWAP,39.35,Low,,419.5,,-
FBIN,Industrials,45.39,-2.05,36.05,31.18,Neutral,3.83,49.1557,Bearish,★★☆☆☆ →,-8.47,0.0,-7.66,No,Not expected,Not imminent,1.7,Decreasing,0.0,-8.47,-1.1063,-0.6989,-0.4073,3.83,6.28,57.3323,Balanced metrics,44.62,Low,,1563.0,,-
AWK,Utilities,130.95,-1.3,36.03,45.43,Neutral,2.4,132.0084,Neutral,★★☆☆☆ →,2.9,0.0,-0.8,No,Not expected,Not imminent,1.9,Decreasing,0.0,2.9,-0.7846,-1.6352,0.8506,71.6,60.36,135.7381,Bullish MACD; Bullish Stochastic,131.71,Low,,439.5,,-
NWG,Financial Services,15.4,-0.74,36.02,49.79,Neutral,1.81,15.5634,Bearish,★★☆☆☆ →,1.08,0.0,-1.02,No,Not expected,Not imminent,2.3,Decreasing,0.14,1.08,0.1437,0.2624,-0.1187,34.86,55.13,12.5891,Above VWAP,15.44,Low,,598.0,,-
BUD,Consumer Defensive,61.21,-1.46,36.0,44.23,Neutral,1.86,62.4078,Bearish,★★☆☆☆ →,-1.11,0.0,-1.92,No,Not expected,Not imminent,2.2,Increasing,0.01,-1.11,0.2968,0.6058,-0.3091,49.22,67.48,59.8211,Above VWAP,61.07,Low,,956.5,,-
STT,Financial Services,113.12,0.25,36.0,42.09,Neutral,2.27,116.3922,Bearish,★★☆☆☆ →,-2.6,0.0,-2.81,No,Not expected,Not imminent,2.1,Decreasing,0.14,-2.6,-0.3332,0.5003,-0.8336,17.59,34.29,99.5595,Above VWAP,112.54,Low,,1151.0,,-
CCI,Real Estate,91.36,0.89,35.99,44.97,Neutral,2.41,92.4461,Bearish,★★☆☆☆ →,1.15,0.0,-1.18,No,Not expected,Not imminent,2.3,Decreasing,0.01,1.15,-0.7305,-0.9708,0.2403,47.88,43.51,96.2446,Bullish MACD,91.57,Low,,586.0,,-
VT,Unknown,136.21,-1.09,35.97,38.12,Neutral,1.18,139.2046,Bearish,★★☆☆☆ →,-2.0,0.0,-2.15,No,Not expected,Not imminent,2.5,Increasing,0.05,-2.0,-0.4746,0.0937,-0.5683,22.59,38.62,125.3653,Above VWAP,135.66,Low,,1075.5,,-
SNDR,Industrials,20.87,0.53,35.96,39.06,Neutral,3.92,21.9224,Bearish,★★☆☆☆ →,-4.79,0.0,-4.8,No,Not expected,Not imminent,1.6,Decreasing,0.0,-4.79,-0.3502,-0.2033,-0.147,31.56,41.91,24.876,Balanced metrics,20.67,Low,,1333.5,,-
SCHW,Financial Services,92.62,0.77,35.95,43.8,Neutral,2.26,94.1604,Bearish,★★☆☆☆ →,-1.02,0.0,-1.64,No,Not expected,Not imminent,2.1,Increasing,0.01,-1.02,-0.1979,0.1555,-0.3534,21.35,37.47,84.756,Above VWAP,92.43,Low,,945.5,,-
BTU,Energy,28.38,-0.18,35.94,48.33,Neutral,6.16,29.0016,Bearish,★★☆☆☆ →,-3.23,0.0,-2.14,No,Not expected,Not imminent,1.9,Increasing,0.03,-3.23,-0.0894,0.0569,-0.1463,61.47,67.01,18.1664,Above VWAP,28.2,High,,1208.0,,-
KRG,Real Estate,22.14,0.65,35.92,47.23,Neutral,2.13,22.3163,Neutral,★★☆☆☆ →,0.33,0.0,-0.77,No,Not expected,Not imminent,1.6,Increasing,0.0,0.33,-0.0145,0.0251,-0.0396,44.37,52.12,22.1373,Above VWAP,22.16,Low,,674.5,,-
CI,Healthcare,273.52,0.81,35.92,47.16,Neutral,4.43,274.5405,Neutral,★★☆☆☆ →,3.35,0.0,-0.37,No,Not expected,Not imminent,2.2,Increasing,0.0,3.35,-3.2154,-6.0036,2.7882,60.89,49.46,297.5494,Bullish MACD; Bullish Stochastic,275.35,Low,,404.0,,-
DIS,Communication Services,106.15,0.44,35.9,37.36,Neutral,2.85,110.4642,Bearish,★★☆☆☆ →,-4.77,0.0,-3.91,No,Not expected,Not imminent,1.7,Increasing,0.01,-4.77,-1.4304,-0.5692,-0.8612,7.96,20.41,108.9295,Balanced metrics,105.14,Low,,1330.5,,-
SFNC,Financial Services,17.37,0.64,35.89,39.26,Neutral,2.3,17.8637,Bearish,★★☆☆☆ →,-0.74,0.0,-2.76,No,Not expected,Not imminent,1.7,Decreasing,0.0,-0.74,-0.1402,-0.1489,0.0087,38.77,53.17,19.6191,Bullish MACD,17.34,Low,,897.0,,-
VRRM,Technology,22.43,-0.66,35.89,35.17,Neutral,4.04,23.1964,Bearish,★★☆☆☆ →,-2.44,0.0,-3.3,No,Not expected,Not imminent,1.7,Increasing,0.0,-2.44,-0.2993,-0.2884,-0.011,27.56,29.96,23.7432,Balanced metrics,22.32,Low,,1130.5,,-
STLD,Basic Materials,154.56,-0.33,35.88,54.72,Neutral,2.99,153.2651,Neutral,★★☆☆☆ →,1.94,0.0,0.84,No,Not expected,Not imminent,2.0,Decreasing,0.05,1.94,0.9063,1.3807,-0.4744,35.05,36.43,129.8872,Above VWAP,155.16,Low,,519.5,,-
IJR,Unknown,113.88,-0.37,35.88,36.15,Neutral,1.7,117.5637,Bearish,★★☆☆☆ →,-2.33,0.0,-3.13,No,Not expected,Not imminent,1.8,Increasing,0.0,-2.33,-0.9543,-0.3739,-0.5804,13.6,20.75,110.8698,Above VWAP,113.35,Low,,1117.0,,-
DOW,Basic Materials,21.42,-1.15,35.87,39.37,Neutral,3.58,22.6608,Bearish,★★☆☆☆ →,-5.18,0.0,-5.48,No,Not expected,Not imminent,1.7,Decreasing,0.0,-5.18,-0.3411,-0.1791,-0.1621,12.29,19.6,28.2888,Balanced metrics,21.2,Low,,1357.0,,-
PK,Real Estate,10.12,-0.15,35.87,38.34,Neutral,3.7,10.5488,Bearish,★★☆☆☆ →,1.55,0.0,-4.02,No,Not expected,Not imminent,1.7,Decreasing,0.0,1.55,-0.1375,-0.1171,-0.0205,25.68,32.84,10.9547,Balanced metrics,10.16,Low,,553.5,,-
VLY,Financial Services,10.51,0.72,35.84,44.56,Neutral,2.72,10.7669,Bearish,★★☆☆☆ →,-2.19,0.0,-2.43,No,Not expected,Not imminent,1.7,Decreasing,0.05,-2.19,-0.0374,0.0459,-0.0833,14.36,20.43,9.4579,Above VWAP,10.46,Low,,1097.0,,-
EWC,Unknown,50.43,0.18,35.84,49.0,Neutral,1.38,50.6016,Neutral,★★☆☆☆ →,1.43,0.0,-0.34,No,Not expected,Not imminent,2.0,Increasing,0.14,1.43,0.0189,0.0451,-0.0262,49.73,57.87,43.6266,Above VWAP,50.57,Low,,562.5,,-
RIO,Basic Materials,69.54,-1.35,35.84,50.54,Neutral,1.8,69.8869,Neutral,★★☆☆☆ →,2.42,0.0,-0.5,No,Not expected,Not imminent,2.1,Decreasing,0.05,2.42,0.2162,0.4114,-0.1953,44.04,48.83,60.2652,Above VWAP,69.87,Low,,484.0,,-
SPSM,Unknown,44.36,-0.45,35.82,35.83,Neutral,1.67,45.8267,Bearish,★★☆☆☆ →,-2.4,0.0,-3.2,No,Not expected,Not imminent,2.0,Increasing,0.0,-2.4,-0.3758,-0.146,-0.2298,12.87,20.12,43.2094,Above VWAP,44.15,Low,,1124.5,,-
TKO,Communication Services,182.98,-0.96,35.82,42.71,Neutral,2.58,185.0125,Bearish,★★☆☆☆ →,-2.34,0.0,-1.1,No,Not expected,Not imminent,2.3,Increasing,0.02,-2.34,-1.2347,-1.6923,0.4576,49.7,46.67,164.3536,Bullish MACD; Above VWAP,182.12,Low,,1118.5,,-
NSA,Real Estate,28.72,-0.23,35.81,38.25,Neutral,2.88,29.8847,Bearish,★★☆☆☆ →,-3.83,0.0,-3.91,No,Not expected,Not imminent,1.7,Increasing,0.0,-3.83,-0.4616,-0.3513,-0.1103,23.04,26.52,32.9056,Balanced metrics,28.5,Low,,1266.0,,-
STZ,Consumer Defensive,129.48,-1.13,35.79,41.12,Neutral,2.36,131.7139,Bearish,★★☆☆☆ →,0.23,0.0,-1.7,No,Not expected,Not imminent,1.6,Increasing,0.0,0.23,-1.214,-1.6448,0.4308,45.42,37.55,167.9785,Bullish MACD,129.53,Low,,692.0,,-
TMHC,Consumer Cyclical,57.84,0.07,35.76,34.03,Neutral,2.4,59.8725,Bearish,★★☆☆☆ →,-2.2,0.0,-3.39,No,Not expected,Not imminent,1.7,Decreasing,0.0,-2.2,-0.6264,-0.6453,0.0189,30.01,44.46,62.4823,Bullish MACD,57.59,Low,,1100.0,,-
BEPC,Utilities,42.47,-0.28,35.75,56.37,Neutral,3.41,42.0588,Neutral,★★☆☆☆ →,-2.95,0.0,0.98,No,Not expected,Not imminent,2.1,Increasing,0.08,-2.95,0.3249,0.7201,-0.3952,40.52,37.62,31.2021,Above VWAP,42.22,Low,,1186.5,,-
EPR,Real Estate,50.52,0.28,35.74,41.34,Neutral,2.33,51.3629,Bearish,★★☆☆☆ →,2.1,0.0,-1.64,No,Not expected,Not imminent,2.4,Decreasing,0.01,2.1,-0.4366,-0.6653,0.2287,64.73,59.3,50.7836,Bullish MACD; Bullish Stochastic,50.73,Low,,501.5,,-
DOCU,Technology,65.09,0.65,35.71,34.74,Neutral,3.63,69.1618,Bearish,★★☆☆☆ →,-8.08,0.0,-5.89,No,Not expected,Not imminent,1.9,Decreasing,0.0,-8.08,-1.4648,-0.8822,-0.5826,12.01,11.92,81.5261,Balanced metrics,64.04,Low,,1544.0,,-
UBS,Financial Services,37.81,-1.15,35.69,40.91,Neutral,1.69,38.649,Bearish,★★☆☆☆ →,-0.16,0.0,-2.17,No,Not expected,Not imminent,2.2,Increasing,0.02,-0.16,-0.1037,-0.1141,0.0104,42.02,58.65,33.4562,Bullish MACD; Above VWAP,37.8,Low,,809.0,,-
WMG,Communication Services,29.99,-1.48,35.69,36.44,Neutral,2.42,30.9576,Bearish,★★☆☆☆ →,-1.22,0.0,-3.13,No,Not expected,Not imminent,2.2,Decreasing,0.0,-1.22,-0.4523,-0.5266,0.0743,27.88,28.54,30.9154,Bullish MACD,29.92,Low,,971.0,,-
BK,Financial Services,107.29,0.48,35.67,46.09,Neutral,1.96,108.7004,Bearish,★★☆☆☆ →,-0.66,0.0,-1.3,No,Not expected,Not imminent,2.4,Increasing,0.14,-0.66,0.2252,0.6789,-0.4537,27.14,46.02,89.4703,Above VWAP,107.14,Low,,886.0,,-
K,Consumer Defensive,83.41,0.1,35.66,73.19,Overbought,0.19,83.089,Neutral,★★☆☆☆ ↓,0.26,0.0,0.39,No,Not expected,Not imminent,2.1,Decreasing,1.0,0.26,0.1465,0.1971,-0.0506,83.89,79.99,80.2861,Recent high; Bullish Stochastic; Above VWAP,83.45,High,,687.5,,-
COLB,Financial Services,25.85,0.39,35.6,45.84,Neutral,3.0,26.3646,Bearish,★★☆☆☆ →,-2.34,0.0,-1.95,No,Not expected,Not imminent,1.7,Decreasing,0.0,-2.34,0.0291,0.1938,-0.1647,46.14,62.79,25.2853,Above VWAP,25.73,Low,,1118.5,,-
MDLZ,Consumer Defensive,55.48,-0.16,35.59,31.54,Neutral,2.13,57.6734,Bearish,★★☆☆☆ →,-1.07,0.0,-3.8,No,Not expected,Not imminent,2.0,Decreasing,0.01,-1.07,-0.9527,-1.0097,0.057,9.74,15.5,62.1307,Bullish MACD,55.36,Low,,952.5,,-
KNX,Industrials,41.99,0.33,35.59,41.62,Neutral,3.93,43.9915,Bearish,★★☆☆☆ →,-6.25,0.0,-4.55,No,Not expected,Not imminent,1.5,Decreasing,0.0,-6.25,-0.5752,-0.1005,-0.4747,10.85,16.53,45.629,Balanced metrics,41.46,Low,,1441.0,,-
CIBR,Unknown,73.33,-0.58,35.58,37.23,Neutral,1.84,75.5796,Bearish,★★☆☆☆ →,-2.77,0.0,-2.98,No,Not expected,Not imminent,2.1,Increasing,0.02,-2.77,-0.6744,-0.3216,-0.3528,19.4,24.96,70.0102,Above VWAP,72.92,Low,,1169.5,,-
SCHA,Unknown,26.84,-0.13,35.57,36.77,Neutral,1.75,27.6968,Bearish,★★☆☆☆ →,-2.45,0.0,-3.08,No,Not expected,Not imminent,1.9,Increasing,0.04,-2.45,-0.2562,-0.1188,-0.1374,13.78,20.49,25.4929,Above VWAP,26.71,Low,,1132.0,,-
TRIN,Financial Services,14.52,0.0,35.57,40.98,Neutral,2.09,14.8057,Bearish,★★☆☆☆ →,-4.32,0.0,-1.93,No,Not expected,Not imminent,2.0,Increasing,0.02,-4.32,-0.0912,-0.0665,-0.0247,27.09,35.86,14.1675,Above VWAP,14.39,Low,,1298.0,,-
LMT,Industrials,473.32,0.54,35.57,47.8,Neutral,1.87,473.585,Neutral,★★☆☆☆ →,-2.4,0.0,-0.06,No,Not expected,Not imminent,2.0,Decreasing,0.0,-2.4,-4.9358,-6.615,1.6792,46.71,34.95,459.8692,Bullish MACD; Above VWAP,471.05,Low,,1124.5,,-
SYK,Healthcare,359.98,-0.04,35.52,44.07,Neutral,2.33,365.085,Bearish,★★☆☆☆ →,-0.73,0.0,-1.4,No,Not expected,Not imminent,1.7,Increasing,0.01,-0.73,-1.9262,-2.3774,0.4512,39.91,47.59,374.7299,Bullish MACD,359.45,Low,,895.0,,-
PFG,Financial Services,81.88,1.07,35.52,48.36,Neutral,2.22,82.5275,Neutral,★★☆☆☆ →,-0.22,0.0,-0.78,No,Not expected,Not imminent,2.0,Increasing,0.0,-0.22,0.2869,0.5571,-0.2702,38.36,58.42,78.8724,Above VWAP,81.84,Low,,826.0,,-
TROW,Financial Services,97.16,-0.27,35.52,31.82,Neutral,2.47,102.1256,Bearish,★★☆☆☆ →,-4.06,0.0,-4.86,No,Not expected,Not imminent,2.1,Increasing,0.0,-4.06,-1.1637,-0.4834,-0.6803,21.88,42.04,99.6072,Balanced metrics,96.37,Low,,1281.0,,-
IWF,Unknown,461.58,-1.05,35.48,38.89,Neutral,1.81,474.1279,Bearish,★★☆☆☆ →,-3.72,0.0,-2.65,No,Not expected,Not imminent,2.1,Increasing,0.05,-3.72,-2.9062,-0.1123,-2.794,19.48,26.23,406.526,Above VWAP,458.15,Low,,1252.0,,-
FNB,Financial Services,15.49,0.71,35.48,44.22,Neutral,2.33,15.7705,Bearish,★★☆☆☆ →,-1.21,0.0,-1.78,No,Not expected,Not imminent,1.9,Increasing,0.01,-1.21,-0.027,0.0357,-0.0627,25.75,39.01,15.2206,Above VWAP,15.45,Low,,970.0,,-
AVTR,Healthcare,11.04,1.47,35.47,34.97,Neutral,4.46,12.0682,Bearish,★★☆☆☆ →,-4.66,0.0,-8.52,No,Not expected,Not imminent,1.8,Decreasing,0.0,-4.66,-0.5411,-0.5401,-0.001,11.58,12.75,14.5348,Balanced metrics,10.94,Low,,1321.0,,-
ITOT,Unknown,143.86,-0.69,35.47,38.61,Neutral,1.33,146.8717,Bearish,★★☆☆☆ →,-2.3,0.0,-2.05,No,Not expected,Not imminent,2.1,Increasing,0.05,-2.3,-0.6188,0.025,-0.6438,20.24,31.5,131.2636,Above VWAP,143.2,Low,,1113.5,,-
AGQ,Unknown,86.18,2.05,35.45,54.48,Neutral,5.28,83.6489,Bullish,★★☆☆☆ →,15.09,0.0,3.03,No,Not expected,Not imminent,1.6,Decreasing,0.03,15.09,1.9718,1.6858,0.286,49.76,61.57,54.8653,Strong trend; Healthy momentum; Bullish MACD; Above VWAP,88.78,High,,82.5,,-
BMRN,Healthcare,53.47,-1.82,35.43,49.04,Neutral,2.9,53.6165,Neutral,★★☆☆☆ →,1.81,0.0,-0.27,No,Not expected,Not imminent,1.9,Decreasing,0.0,1.81,0.2705,0.109,0.1615,68.56,67.55,59.5411,Bullish MACD; Bullish Stochastic,53.66,Low,,528.5,,-
OS,Technology,20.47,-1.21,35.43,52.17,Neutral,6.95,20.3556,Neutral,★★☆☆☆ →,10.11,0.0,0.56,No,Not expected,Not imminent,2.0,Increasing,0.0,10.11,0.5965,0.7524,-0.1559,51.65,58.34,23.6991,Healthy momentum,20.88,High,,147.5,,-
KEY,Financial Services,17.25,0.79,35.4,41.32,Neutral,2.4,17.6407,Bearish,★★☆☆☆ →,-0.32,0.0,-2.19,No,Not expected,Not imminent,1.8,Increasing,0.01,-0.32,-0.0897,-0.0338,-0.0559,22.36,29.4,17.1935,Above VWAP,17.24,Low,,841.5,,-
SRE,Utilities,91.64,-0.61,35.39,49.66,Neutral,2.11,92.1331,Neutral,★★☆☆☆ →,-0.91,0.0,-0.54,No,Not expected,Not imminent,2.1,Increasing,0.02,-0.91,0.0271,0.3153,-0.2883,38.79,42.26,78.4985,Above VWAP,91.47,Low,,928.5,,-
HAL,Energy,26.48,-0.53,35.37,52.63,Neutral,3.31,26.5491,Neutral,★★☆☆☆ →,-1.23,0.0,-0.26,No,Not expected,Not imminent,2.2,Decreasing,0.0,-1.23,0.2602,0.5402,-0.28,20.66,24.61,23.4083,Above VWAP,26.41,Low,,972.0,,-
HSBC,Financial Services,69.78,-2.02,35.36,48.99,Neutral,1.69,70.4555,Neutral,★★☆☆☆ →,0.6,0.0,-0.96,No,Not expected,Not imminent,2.3,Increasing,0.14,0.6,0.7069,0.9738,-0.2668,44.43,65.75,57.4698,Above VWAP,69.86,Low,,645.0,,-
ZWS,Industrials,45.08,0.51,35.35,39.64,Neutral,2.57,46.6216,Bearish,★★☆☆☆ →,-3.84,0.0,-3.31,No,Not expected,Not imminent,2.0,Decreasing,0.07,-3.84,-0.383,-0.0077,-0.3753,9.18,11.56,38.9784,Above VWAP,44.73,Low,,1268.5,,-
FWONK,Communication Services,96.86,-0.9,35.34,37.81,Neutral,3.34,99.8615,Bearish,★★☆☆☆ →,-3.87,0.0,-3.01,No,Not expected,Not imminent,1.9,Decreasing,0.02,-3.87,-0.4829,-0.0248,-0.4582,32.65,46.03,95.3634,Above VWAP,96.11,Low,,1273.5,,-
QQQM,Unknown,245.97,-1.03,35.34,40.09,Neutral,1.88,252.3796,Bearish,★★☆☆☆ →,-3.52,0.0,-2.54,No,Not expected,Not imminent,2.3,Increasing,0.05,-3.52,-1.4284,0.1403,-1.5686,19.75,27.09,222.9404,Above VWAP,244.24,Low,,1231.5,,-
BNTX,Healthcare,101.99,-0.66,35.33,44.15,Neutral,3.87,104.4883,Bearish,★★☆☆☆ →,-2.71,0.0,-2.39,No,Not expected,Not imminent,1.8,Increasing,0.0,-2.71,-0.3537,0.1664,-0.5201,18.78,29.48,106.596,Balanced metrics,101.44,Low,,1162.5,,-
RCUS,Healthcare,20.1,0.58,35.32,65.14,Neutral,5.39,19.1086,Bullish,★★☆☆☆ →,1.39,0.0,5.21,No,Not expected,Not imminent,1.9,Decreasing,0.06,1.39,0.5508,0.7463,-0.1955,52.35,50.4,12.1074,Strong trend; Bullish Stochastic; Above VWAP,20.16,High,,569.0,,-
SSB,Financial Services,85.83,0.61,35.31,34.25,Neutral,2.13,89.1132,Bearish,★★☆☆☆ →,-1.69,0.0,-3.68,No,Not expected,Not imminent,1.8,Decreasing,0.0,-1.69,-1.1515,-1.2318,0.0802,29.87,49.07,93.4785,Bullish MACD,85.54,Low,,1039.5,,-
CRM,Technology,232.93,-1.73,35.31,37.9,Neutral,3.26,245.1498,Bearish,★★☆☆☆ →,-8.46,0.0,-4.99,No,Not expected,Not imminent,1.9,Decreasing,0.0,-8.46,-3.7023,-1.7883,-1.914,16.85,23.64,275.9995,Balanced metrics,228.98,Low,,1560.0,,-
IT,Technology,223.72,-1.4,35.28,36.36,Neutral,3.95,235.5863,Bearish,★★☆☆☆ →,-1.52,0.0,-5.04,No,Not expected,Not imminent,1.6,Decreasing,0.0,-1.52,-4.834,-4.2277,-0.6063,14.15,19.04,344.1849,Balanced metrics,223.04,Low,,1015.5,,-
EFX,Industrials,205.99,0.55,35.27,33.01,Neutral,2.45,213.673,Bearish,★★☆☆☆ →,-1.18,0.0,-3.6,No,Not expected,Not imminent,1.9,Decreasing,0.01,-1.18,-4.4041,-5.236,0.8319,21.0,17.79,245.3593,Bullish MACD,205.5,Low,,968.0,,-
QQQ,Unknown,597.11,-1.09,35.25,39.93,Neutral,1.88,612.9964,Bearish,★★☆☆☆ →,-3.58,0.0,-2.59,No,Not expected,Not imminent,2.3,Increasing,0.05,-3.58,-3.5123,0.3253,-3.8376,19.53,26.98,537.2966,Above VWAP,592.83,Low,,1236.0,,-
MAT,Consumer Cyclical,18.64,-0.45,35.22,49.26,Neutral,2.59,18.8135,Neutral,★★☆☆☆ →,1.66,0.0,-0.95,No,Not expected,Not imminent,1.9,Decreasing,0.0,1.66,0.1219,0.2041,-0.0823,49.01,67.08,18.467,Above VWAP,18.7,Low,,543.5,,-
GEHC,Healthcare,70.88,0.35,35.21,37.18,Neutral,2.96,73.9196,Bearish,★★☆☆☆ →,-4.6,0.0,-4.11,No,Not expected,Not imminent,1.9,Increasing,0.0,-4.6,-0.9938,-0.5065,-0.4873,9.39,15.64,75.3849,Balanced metrics,70.23,Low,,1315.5,,-
PPG,Basic Materials,94.11,-1.31,35.2,36.45,Neutral,2.06,97.44,Bearish,★★☆☆☆ →,-0.11,0.0,-3.41,No,Not expected,Not imminent,1.6,Decreasing,0.0,-0.11,-1.0601,-1.1534,0.0933,22.95,29.62,109.0295,Bullish MACD,94.09,Low,,795.5,,-
SPPP,Financial Services,13.63,0.44,35.19,46.26,Neutral,2.77,13.9197,Bearish,★★☆☆☆ →,0.52,0.0,-2.08,No,Not expected,Not imminent,2.1,Decreasing,0.03,0.52,-0.0794,-0.0422,-0.0372,28.74,46.07,12.0563,Above VWAP,13.64,Low,,656.5,,-
LIN,Basic Materials,414.48,-0.81,35.17,30.8,Neutral,1.9,428.8524,Bearish,★★☆☆☆ →,-0.83,0.0,-3.35,No,Not expected,Not imminent,1.6,Increasing,0.01,-0.83,-5.3835,-6.3985,1.015,29.21,37.3,449.7738,Bullish MACD,413.79,Low,,910.0,,-
CGGR,Unknown,42.4,-0.71,35.13,35.28,Neutral,1.94,43.8106,Bearish,★★☆☆☆ →,-3.23,0.0,-3.21,No,Not expected,Not imminent,2.1,Increasing,0.05,-3.23,-0.4533,-0.2165,-0.2367,16.08,21.01,39.1931,Above VWAP,42.13,Low,,1208.0,,-
CFG,Financial Services,50.5,1.59,35.11,46.24,Neutral,2.55,51.1783,Bearish,★★☆☆☆ →,-0.45,0.0,-1.33,No,Not expected,Not imminent,1.9,Increasing,0.02,-0.45,-0.0568,0.1277,-0.1845,29.46,40.47,44.3484,Above VWAP,50.45,Low,,861.5,,-
SPR,Industrials,35.84,-0.72,35.08,36.96,Neutral,2.16,36.7713,Bearish,★★☆☆☆ →,-0.44,0.0,-2.53,No,Not expected,Not imminent,2.0,Decreasing,0.01,-0.44,-0.4586,-0.5686,0.1101,24.68,24.29,35.7598,Bullish MACD; Above VWAP,35.81,Low,,859.0,,-
ZM,Technology,80.6,-1.54,35.07,41.81,Neutral,2.92,83.1332,Bearish,★★☆☆☆ →,-3.85,0.0,-3.05,No,Not expected,Not imminent,1.9,Decreasing,0.0,-3.85,-0.2956,0.1755,-0.4712,19.24,31.99,79.7465,Above VWAP,79.98,Low,,1270.5,,-
PNR,Industrials,101.82,-0.01,35.05,30.04,Neutral,2.32,106.6842,Bearish,★★☆☆☆ →,-5.01,0.0,-4.56,No,Not expected,Not imminent,1.8,Decreasing,0.01,-5.01,-1.4538,-0.7433,-0.7105,4.91,16.6,98.9412,Above VWAP,100.79,Low,,1346.5,,-
ALC,Healthcare,75.19,-1.85,35.04,47.08,Neutral,2.36,75.8844,Neutral,★★☆☆☆ →,1.35,0.0,-0.91,No,Not expected,Not imminent,1.9,Increasing,0.0,1.35,0.4603,0.367,0.0934,44.85,55.8,84.6527,Bullish MACD,75.4,Low,,573.0,,-
ASO,Consumer Cyclical,41.77,-3.22,34.98,30.1,Neutral,4.21,46.1541,Bearish,★★☆☆☆ →,-9.22,0.0,-9.5,No,Not expected,Not imminent,2.4,Decreasing,0.0,-9.22,-1.5839,-1.3206,-0.2632,6.74,8.9,48.2152,Balanced metrics,41.0,Low,,1593.0,,-
WAY,Healthcare,34.26,-0.07,34.95,35.55,Neutral,3.68,36.3242,Bearish,★★☆☆☆ →,-8.6,0.0,-5.67,No,Not expected,Not imminent,2.1,Decreasing,0.0,-8.6,-0.7436,-0.4627,-0.2809,3.59,7.01,38.0389,Balanced metrics,33.68,Low,,1571.0,,-
CVS,Healthcare,78.01,-0.52,34.95,47.5,Neutral,2.56,78.8225,Bearish,★★☆☆☆ →,-0.1,0.0,-1.04,No,Not expected,Not imminent,2.5,Increasing,0.04,-0.1,-0.2313,-0.0421,-0.1892,27.8,30.03,61.7824,Above VWAP,77.99,Low,,792.0,,-
SBSW,Basic Materials,10.89,-0.97,34.93,50.02,Neutral,4.86,10.9559,Neutral,★★☆☆☆ →,11.26,0.0,-0.58,No,Not expected,Not imminent,2.1,Decreasing,0.03,11.26,0.0641,0.0369,0.0271,60.71,68.47,6.5099,Healthy momentum; Bullish MACD; Above VWAP,11.14,Low,,123.0,,-
SCHG,Unknown,31.59,-1.22,34.93,38.61,Neutral,1.86,32.5064,Bearish,★★☆☆☆ →,-4.04,0.0,-2.82,No,Not expected,Not imminent,2.2,Increasing,0.05,-4.04,-0.1981,0.0137,-0.2118,18.95,27.22,28.331,Above VWAP,31.33,Low,,1280.0,,-
LHX,Industrials,285.97,-0.6,34.92,46.1,Neutral,2.63,289.9869,Bearish,★★☆☆☆ →,-1.36,0.0,-1.39,No,Not expected,Not imminent,2.0,Increasing,0.02,-1.36,-0.5092,0.1632,-0.6724,26.74,33.46,239.3715,Above VWAP,285.19,Low,,992.5,,-
