Symbol,Sector,Price,% Change,Score,RSI,RSI Zone,ATR%,EMA20,Trend,Sentiment Bar,Momentum,News Sentiment,Distance to EMA%,Exhaustion,Pullback Window,Breakout Window,Exp Ride Length,Vol Shape,Freshness Index,Rel Momentum,Why This Stock,Future Pred (5d),Risk Indicator,notes,Leadership Rank,Tier,Rank Change
BC,Consumer Cyclical,62.08,-3.38,40.26,40.49,Neutral,3.38,65.057,Bearish,★★★☆☆ →,-6.04,0.0,-4.58,No,Not expected,Not imminent,1.7,Decreasing,0.0,-6.04,Balanced metrics,61.33,Low,,1347.5,,-
SEM,Healthcare,12.74,-2.75,40.22,35.37,Neutral,4.09,13.385,Bearish,★★★☆☆ →,-4.62,0.0,-4.82,No,Not expected,Not imminent,1.8,Decreasing,0.0,-4.62,Balanced metrics,12.62,Low,,1252.0,,-
FIBK,Financial Services,29.68,-5.27,40.16,37.42,Neutral,3.25,31.3384,Bearish,★★★☆☆ →,-5.18,0.0,-5.29,No,Not expected,Not imminent,1.6,Decreasing,0.02,-5.18,Balanced metrics,29.37,Low,,1292.0,,-
DB,Financial Services,35.12,-4.9,40.12,44.55,Neutral,2.78,36.2077,Bearish,★★★☆☆ →,-2.9,0.0,-3.0,No,Not expected,Not imminent,2.0,Increasing,0.17,-2.9,Balanced metrics,34.92,Low,,1087.5,,-
CRM,Technology,237.03,-2.72,39.94,40.8,Neutral,3.14,246.4366,Bearish,★★★☆☆ →,-9.3,0.0,-3.82,No,Not expected,Not imminent,1.9,Decreasing,0.0,-9.3,Balanced metrics,232.62,Low,,1515.0,,-
TTMI,Technology,64.34,-5.37,39.84,51.65,Neutral,8.03,64.5505,Neutral,★★★☆☆ →,-7.91,0.0,-0.33,No,Not expected,Not imminent,1.9,Increasing,0.17,-7.91,Balanced metrics,63.32,High,,1446.5,,-
RKT,Financial Services,16.42,-3.7,39.81,44.15,Neutral,5.54,17.0177,Bearish,★★★☆☆ →,-2.78,0.0,-3.51,No,Not expected,Not imminent,1.9,Increasing,0.02,-2.78,Balanced metrics,16.33,High,,1073.5,,-
ICLN,Unknown,16.8,-1.29,39.77,48.31,Neutral,3.17,17.1072,Bearish,★★★☆☆ →,-4.55,0.0,-1.8,No,Not expected,Not imminent,2.3,Increasing,0.08,-4.55,Balanced metrics,16.65,Low,,1245.0,,-
SNCY,Industrials,11.76,-5.05,39.77,46.67,Neutral,5.84,12.0802,Bearish,★★★☆☆ →,-5.66,0.0,-2.69,No,Not expected,Not imminent,1.7,Increasing,0.0,-5.66,Balanced metrics,11.62,High,,1328.0,,-
UNH,Healthcare,320.52,-0.42,39.69,36.74,Neutral,3.26,336.4249,Bearish,★★★☆☆ →,-3.98,0.0,-4.73,No,Not expected,Not imminent,2.0,Increasing,0.0,-3.98,Balanced metrics,317.97,Low,,1192.0,,-
TRMB,Technology,75.55,-2.59,39.61,39.36,Neutral,3.38,78.9724,Bearish,★★★☆☆ →,-5.05,0.0,-4.33,No,Not expected,Not imminent,2.1,Increasing,0.01,-5.05,Balanced metrics,74.79,Low,,1282.5,,-
CRH,Basic Materials,109.24,-0.3,39.6,32.71,Neutral,2.35,114.4807,Bearish,★★★☆☆ →,-7.74,0.0,-4.58,No,Not expected,Not imminent,2.3,Increasing,0.02,-7.74,Balanced metrics,107.55,Low,,1440.5,,-
XME,Unknown,90.12,-1.87,39.49,40.02,Neutral,3.47,94.7247,Bearish,★★★☆☆ →,-4.87,0.0,-4.86,No,Not expected,Not imminent,2.2,Decreasing,0.03,-4.87,Balanced metrics,89.24,Low,,1272.5,,-
GBCI,Financial Services,40.18,-5.1,39.48,33.66,Neutral,3.67,42.6209,Bearish,★★★☆☆ →,-1.18,0.0,-5.73,No,Not expected,Not imminent,1.8,Increasing,0.0,-1.18,Balanced metrics,40.09,Low,,896.5,,-
PANW,Technology,202.9,-1.14,39.46,38.89,Neutral,2.8,211.4335,Bearish,★★★☆☆ →,-7.45,0.0,-4.04,No,Not expected,Not imminent,2.1,Increasing,0.05,-7.45,Balanced metrics,199.88,Low,,1421.0,,-
BEN,Financial Services,21.56,-2.75,39.42,36.81,Neutral,2.73,22.6255,Bearish,★★★☆☆ →,-5.6,0.0,-4.71,No,Not expected,Not imminent,2.0,Increasing,0.01,-5.6,Balanced metrics,21.32,Low,,1323.5,,-
DIS,Communication Services,105.69,-0.1,39.32,35.92,Neutral,2.84,110.9183,Bearish,★★★☆☆ →,-5.73,0.0,-4.71,No,Not expected,Not imminent,1.7,Increasing,0.01,-5.73,Balanced metrics,104.48,Low,,1332.5,,-
ZION,Financial Services,48.92,-4.12,39.32,35.67,Neutral,2.86,51.5918,Bearish,★★★☆☆ →,-4.69,0.0,-5.18,No,Not expected,Not imminent,1.9,Decreasing,0.0,-4.69,Balanced metrics,48.46,Low,,1261.0,,-
SNDR,Industrials,20.76,-3.22,39.31,37.9,Neutral,3.99,22.0332,Bearish,★★★☆☆ →,-2.9,0.0,-5.78,No,Not expected,Not imminent,1.6,Decreasing,0.0,-2.9,Balanced metrics,20.64,Low,,1087.5,,-
ASX,Technology,14.3,-2.12,39.3,53.46,Neutral,4.45,14.362,Neutral,★★★☆☆ →,-11.67,0.0,-0.43,No,Not expected,Not imminent,2.0,Increasing,0.07,-11.67,Balanced metrics,13.97,Low,,1578.5,,-
MTZ,Industrials,193.39,0.61,39.15,42.81,Neutral,5.21,200.1318,Bearish,★★★☆☆ →,-4.08,0.0,-3.37,No,Not expected,Not imminent,2.1,Decreasing,0.05,-4.08,Balanced metrics,191.81,High,,1203.0,,-
IT,Technology,226.89,-1.79,39.13,38.49,Neutral,4.0,236.8353,Bearish,★★★☆☆ →,-7.74,0.0,-4.2,No,Not expected,Not imminent,1.6,Decreasing,0.0,-7.74,Balanced metrics,223.38,Low,,1440.5,,-
NRG,Utilities,163.21,-1.2,39.07,45.39,Neutral,5.06,167.6788,Bearish,★★★☆☆ →,-6.46,0.0,-2.67,No,Not expected,Not imminent,2.1,Increasing,0.05,-6.46,Balanced metrics,161.1,High,,1370.0,,-
COUR,Consumer Defensive,8.12,-4.25,39.06,32.6,Neutral,3.34,8.7741,Bearish,★★★☆☆ →,-1.69,0.0,-7.45,No,Not expected,Not imminent,1.9,Decreasing,0.01,-1.69,Balanced metrics,8.09,Low,,954.0,,-
AA,Basic Materials,35.78,-4.82,38.93,46.5,Neutral,4.94,37.2293,Bearish,★★★☆☆ →,-3.56,0.0,-3.89,No,Not expected,Not imminent,2.0,Decreasing,0.0,-3.56,Balanced metrics,35.53,Low,,1158.0,,-
XLY,Unknown,228.72,-0.94,38.9,38.61,Neutral,1.96,236.0363,Bearish,★★★☆☆ →,-5.56,0.0,-3.1,No,Not expected,Not imminent,2.0,Increasing,0.07,-5.56,Balanced metrics,226.18,Low,,1319.5,,-
NVT,Industrials,104.09,-2.31,38.83,47.79,Neutral,4.64,106.6037,Bearish,★★★☆☆ →,-7.36,0.0,-2.36,No,Not expected,Not imminent,1.9,Increasing,0.06,-7.36,Balanced metrics,102.56,Low,,1415.5,,-
FHB,Financial Services,23.39,-3.55,38.82,36.95,Neutral,2.27,24.4193,Bearish,★★★☆☆ →,-5.03,0.0,-4.22,No,Not expected,Not imminent,1.7,Decreasing,0.0,-5.03,Balanced metrics,23.15,Low,,1281.0,,-
BOX,Technology,30.75,-3.94,38.81,34.07,Neutral,2.41,31.9668,Bearish,★★★☆☆ →,-4.59,0.0,-3.81,No,Not expected,Not imminent,2.2,Increasing,0.01,-4.59,Balanced metrics,30.47,Low,,1249.5,,-
KKR,Financial Services,114.02,-4.92,38.8,34.16,Neutral,3.59,120.57,Bearish,★★★☆☆ →,-3.07,0.0,-5.43,No,Not expected,Not imminent,2.0,Increasing,0.0,-3.07,Balanced metrics,113.32,Low,,1106.0,,-
TU,Communication Services,14.28,-1.86,38.65,27.2,Oversold,1.55,14.7805,Bearish,★★★☆☆ ↑,-2.06,0.0,-3.39,No,Not expected,Not imminent,2.2,Increasing,0.01,-2.06,Balanced metrics,14.22,Low,,985.0,,-
KLAC,Technology,1133.7,-0.05,38.58,46.26,Neutral,3.91,1167.7795,Bearish,★★★☆☆ →,-7.01,0.0,-2.92,No,Not expected,Not imminent,2.1,Decreasing,0.05,-7.01,Balanced metrics,1117.81,Low,,1394.5,,-
SVXY,Unknown,47.55,-2.62,38.5,40.09,Neutral,2.68,49.3366,Bearish,★★★☆☆ →,-4.69,0.0,-3.62,No,Not expected,Not imminent,2.0,Decreasing,0.0,-4.69,Balanced metrics,47.1,Low,,1261.0,,-
AIP,Technology,13.37,-2.55,38.43,48.84,Neutral,9.15,13.8467,Bearish,★★★☆☆ →,2.14,0.0,-3.44,No,Not expected,Not imminent,2.0,Increasing,0.08,2.14,Balanced metrics,13.43,High,,435.5,,-
TROW,Financial Services,97.42,-4.23,38.4,32.36,Neutral,2.43,102.6485,Bearish,★★★☆☆ →,-4.22,0.0,-5.09,No,Not expected,Not imminent,2.1,Increasing,0.0,-4.22,Balanced metrics,96.6,Low,,1210.0,,-
PDD,Consumer Cyclical,129.04,-1.46,38.4,39.47,Neutral,2.29,133.8539,Bearish,★★★☆☆ →,-4.19,0.0,-3.6,No,Not expected,Not imminent,1.9,Decreasing,0.12,-4.19,Balanced metrics,127.96,Low,,1208.0,,-
URBN,Consumer Cyclical,61.11,-0.57,38.39,35.56,Neutral,4.12,64.2276,Bearish,★★★☆☆ →,-1.45,0.0,-4.85,No,Not expected,Not imminent,2.0,Increasing,0.01,-1.45,Balanced metrics,60.93,Low,,926.0,,-
ODFL,Industrials,129.89,-1.81,38.37,35.74,Neutral,4.05,137.2594,Bearish,★★★☆☆ →,-5.54,0.0,-5.37,No,Not expected,Not imminent,1.5,Decreasing,0.0,-5.54,Balanced metrics,128.45,Low,,1318.0,,-
BABA,Consumer Cyclical,157.71,2.54,38.37,41.86,Neutral,3.75,164.7414,Bearish,★★★☆☆ →,-5.95,0.0,-4.27,No,Not expected,Not imminent,2.0,Decreasing,0.02,-5.95,Balanced metrics,155.83,Low,,1341.0,,-
SFM,Consumer Defensive,82.58,0.97,38.33,33.56,Neutral,6.19,88.5091,Bearish,★★★☆☆ →,-1.48,0.0,-6.7,No,Not expected,Not imminent,2.2,Decreasing,0.01,-1.48,Balanced metrics,82.34,High,,931.0,,-
GLNG,Energy,37.27,-2.87,38.23,37.61,Neutral,3.05,38.9732,Bearish,★★★☆☆ →,-9.58,0.0,-4.37,No,Not expected,Not imminent,2.2,Decreasing,0.01,-9.58,Balanced metrics,36.56,Low,,1523.0,,-
OLN,Basic Materials,19.2,-4.57,38.19,36.25,Neutral,4.41,20.8084,Bearish,★★★☆☆ →,-4.24,0.0,-7.73,No,Not expected,Not imminent,1.5,Decreasing,0.0,-4.24,Balanced metrics,19.04,Low,,1213.5,,-
CLMT,Basic Materials,18.57,-0.54,38.17,44.35,Neutral,5.78,19.0618,Bearish,★★★☆☆ →,-7.57,0.0,-2.58,No,Not expected,Not imminent,2.2,Increasing,0.0,-7.57,Balanced metrics,18.29,High,,1427.5,,-
HAYW,Industrials,15.29,-1.55,38.15,41.67,Neutral,3.78,15.8489,Bearish,★★★☆☆ →,-7.61,0.0,-3.53,No,Not expected,Not imminent,1.9,Increasing,0.05,-7.61,Balanced metrics,15.06,Low,,1432.0,,-
RHI,Industrials,26.15,-1.95,38.13,33.7,Neutral,4.25,27.7748,Bearish,★★★☆☆ →,2.35,0.0,-5.85,No,Not expected,Not imminent,1.7,Decreasing,0.0,2.35,Balanced metrics,26.27,Low,,415.5,,-
VOYA,Financial Services,68.63,-2.98,38.11,35.85,Neutral,2.81,72.124,Bearish,★★★☆☆ →,-6.17,0.0,-4.84,No,Not expected,Not imminent,1.8,Increasing,0.0,-6.17,Balanced metrics,67.78,Low,,1356.0,,-
LBRT,Energy,16.1,1.13,38.07,51.66,Neutral,6.6,16.2524,Neutral,★★★☆☆ →,-12.36,0.0,-0.94,No,Not expected,Not imminent,1.7,Decreasing,0.0,-12.36,Balanced metrics,15.7,High,,1592.5,,-
CARR,Industrials,53.13,-1.79,38.06,31.56,Neutral,3.58,56.7494,Bearish,★★★☆☆ →,-8.17,0.0,-6.38,No,Not expected,Not imminent,2.0,Decreasing,0.01,-8.17,Balanced metrics,52.26,Low,,1461.0,,-
VBTX,Financial Services,30.26,0.0,37.91,34.68,Neutral,2.85,31.7401,Bearish,★★★☆☆ →,-7.21,0.0,-4.66,No,Not expected,Not imminent,1.7,Increasing,0.03,-7.21,Balanced metrics,29.82,Low,,1405.0,,-
AMZN,Consumer Cyclical,232.87,-0.78,37.9,48.26,Neutral,3.62,236.632,Bearish,★★★☆☆ →,-8.32,0.0,-1.59,No,Not expected,Not imminent,1.9,Increasing,0.07,-8.32,Balanced metrics,229.0,Low,,1465.5,,-
DYN,Healthcare,20.24,7.72,37.9,56.61,Neutral,8.79,19.2104,Bullish,★★★☆☆ →,-16.05,0.0,5.36,No,Not expected,Not imminent,2.1,Increasing,0.0,-16.05,Strong trend,19.59,High,,1674.0,,-
FWRG,Consumer Cyclical,16.5,-2.77,37.86,44.36,Neutral,5.93,17.1099,Bearish,★★★☆☆ →,4.1,0.0,-3.56,No,Not expected,Not imminent,2.0,Increasing,0.0,4.1,Balanced metrics,16.64,High,,306.5,,-
CG,Financial Services,51.38,-3.66,37.83,34.72,Neutral,4.13,54.4845,Bearish,★★★☆☆ →,-0.16,0.0,-5.7,No,Not expected,Not imminent,2.2,Increasing,0.02,-0.16,Balanced metrics,51.36,Low,,746.0,,-
HMY,Basic Materials,16.62,-3.48,37.81,45.84,Neutral,5.23,17.2661,Bearish,★★★☆☆ →,3.04,0.0,-3.74,No,Not expected,Not imminent,1.9,Decreasing,0.03,3.04,Balanced metrics,16.72,High,,365.5,,-
SLGN,Consumer Cyclical,37.56,-1.13,37.78,32.5,Neutral,4.13,39.6722,Bearish,★★★☆☆ →,-3.32,0.0,-5.32,No,Not expected,Not imminent,1.8,Increasing,0.0,-3.32,Balanced metrics,37.31,Low,,1136.0,,-
WYNN,Consumer Cyclical,118.14,-2.15,37.77,43.28,Neutral,4.1,122.8082,Bearish,★★★☆☆ →,-6.04,0.0,-3.8,No,Not expected,Not imminent,1.9,Increasing,0.02,-6.04,Balanced metrics,116.71,Low,,1347.5,,-
NOW,Technology,835.79,-1.72,37.75,31.76,Neutral,3.48,881.9258,Bearish,★★★☆☆ →,-8.54,0.0,-5.23,No,Not expected,Not imminent,1.7,Decreasing,0.0,-8.54,Balanced metrics,821.51,Low,,1477.5,,-
SSO,Unknown,110.87,-1.88,37.68,42.03,Neutral,2.56,114.1749,Bearish,★★★☆☆ →,-5.43,0.0,-2.89,No,Not expected,Not imminent,2.3,Increasing,0.05,-5.43,Balanced metrics,109.67,Low,,1314.5,,-
EMN,Basic Materials,57.49,-4.58,37.62,38.68,Neutral,3.68,60.8622,Bearish,★★★☆☆ →,-0.69,0.0,-5.54,No,Not expected,Not imminent,1.4,Increasing,0.0,-0.69,Balanced metrics,57.41,Low,,829.0,,-
GPK,Consumer Cyclical,15.55,-3.18,37.61,32.72,Neutral,4.49,16.5825,Bearish,★★★☆☆ →,-0.7,0.0,-6.23,No,Not expected,Not imminent,2.0,Increasing,0.0,-0.7,Balanced metrics,15.53,Low,,830.0,,-
AMBA,Technology,84.06,-4.3,37.58,46.25,Neutral,5.81,87.362,Bearish,★★★☆☆ →,-1.43,0.0,-3.78,No,Not expected,Not imminent,2.1,Increasing,0.17,-1.43,Balanced metrics,83.82,High,,924.5,,-
EBAY,Consumer Cyclical,82.16,-2.02,37.49,38.35,Neutral,4.57,86.7358,Bearish,★★☆☆☆ →,-0.74,0.0,-5.28,No,Not expected,Not imminent,1.9,Decreasing,0.01,-0.74,Balanced metrics,82.04,Low,,837.0,,-
IWP,Unknown,134.27,-1.88,37.34,32.56,Neutral,1.78,139.8171,Bearish,★★☆☆☆ →,-5.28,0.0,-3.97,No,Not expected,Not imminent,1.8,Increasing,0.05,-5.28,Balanced metrics,132.85,Low,,1298.0,,-
HBM,Basic Materials,15.33,-2.79,37.32,45.81,Neutral,5.03,15.9355,Bearish,★★☆☆☆ →,-3.16,0.0,-3.8,No,Not expected,Not imminent,2.0,Increasing,0.03,-3.16,Balanced metrics,15.23,High,,1116.0,,-
THC,Healthcare,192.4,-0.26,37.27,41.17,Neutral,3.67,200.3554,Bearish,★★☆☆☆ →,-4.46,0.0,-3.97,No,Not expected,Not imminent,2.2,Increasing,0.05,-4.46,Balanced metrics,190.68,Low,,1234.0,,-
FORM,Technology,49.05,-2.19,37.22,52.45,Neutral,7.97,49.3568,Neutral,★★☆☆☆ →,-13.03,0.0,-0.62,No,Not expected,Not imminent,1.8,Increasing,0.05,-13.03,Balanced metrics,47.77,High,,1603.5,,-
LZ,Industrials,9.72,-2.9,37.22,42.27,Neutral,5.33,10.1257,Bearish,★★☆☆☆ →,-3.67,0.0,-4.01,No,Not expected,Not imminent,1.9,Increasing,0.01,-3.67,Balanced metrics,9.65,High,,1165.5,,-
SWK,Industrials,63.67,-3.02,37.18,34.28,Neutral,3.91,68.0176,Bearish,★★☆☆☆ →,-4.05,0.0,-6.39,No,Not expected,Not imminent,1.7,Increasing,0.0,-4.05,Balanced metrics,63.15,Low,,1200.0,,-
PLAY,Communication Services,14.74,4.17,37.06,40.98,Neutral,6.14,15.3942,Bearish,★★☆☆☆ →,1.8,0.0,-4.25,No,Not expected,Not imminent,1.6,Decreasing,0.0,1.8,Balanced metrics,14.79,High,,462.0,,-
MAC,Real Estate,16.57,-3.72,37.06,37.79,Neutral,3.55,17.4243,Bearish,★★☆☆☆ →,-4.44,0.0,-4.9,No,Not expected,Not imminent,1.7,Increasing,0.0,-4.44,Balanced metrics,16.42,Low,,1232.5,,-
AAP,Consumer Cyclical,48.93,-2.2,36.97,41.4,Neutral,6.44,51.0014,Bearish,★★☆☆☆ →,3.21,0.0,-4.06,No,Not expected,Not imminent,2.0,Increasing,0.01,3.21,Balanced metrics,49.24,High,,359.0,,-
RBLX,Communication Services,101.27,-0.99,36.97,31.47,Neutral,5.78,111.5482,Bearish,★★☆☆☆ →,-5.94,0.0,-9.21,No,Not expected,Not imminent,2.4,Decreasing,0.02,-5.94,Balanced metrics,100.07,High,,1340.0,,-
GPN,Industrials,72.58,-2.06,36.87,30.11,Neutral,3.89,78.7141,Bearish,★★☆☆☆ →,-5.86,0.0,-7.79,No,Not expected,Not imminent,1.5,Increasing,0.0,-5.86,Balanced metrics,71.73,Low,,1336.5,,-
SNOW,Technology,252.79,-1.65,36.84,46.27,Neutral,4.2,259.7518,Bearish,★★☆☆☆ →,-8.79,0.0,-2.68,No,Not expected,Not imminent,2.2,Increasing,0.07,-8.79,Balanced metrics,248.35,Low,,1494.0,,-
UPWK,Communication Services,16.19,-1.76,36.83,45.32,Neutral,6.21,16.825,Bearish,★★☆☆☆ →,3.58,0.0,-3.77,No,Not expected,Not imminent,2.1,Increasing,0.02,3.58,Balanced metrics,16.31,High,,336.0,,-
CHYM,Technology,18.45,-2.38,36.82,44.53,Neutral,7.23,19.1903,Bearish,★★☆☆☆ →,3.39,0.0,-3.86,No,Not expected,Not imminent,1.6,Increasing,0.01,3.39,Balanced metrics,18.58,High,,347.5,,-
APTV,Consumer Cyclical,76.85,-2.61,36.82,34.2,Neutral,3.24,82.05,Bearish,★★☆☆☆ →,-6.02,0.0,-6.34,No,Not expected,Not imminent,2.0,Increasing,0.02,-6.02,Balanced metrics,75.92,Low,,1344.0,,-
ONTO,Technology,127.3,-0.48,36.67,45.16,Neutral,6.33,132.5406,Bearish,★★☆☆☆ →,-3.35,0.0,-3.95,No,Not expected,Not imminent,1.8,Increasing,0.0,-3.35,Balanced metrics,126.45,High,,1142.0,,-
DOW,Basic Materials,21.67,-5.49,36.61,40.86,Neutral,3.68,22.7914,Bearish,★★☆☆☆ →,-6.72,0.0,-4.92,No,Not expected,Not imminent,1.7,Decreasing,0.0,-6.72,Balanced metrics,21.38,Low,,1380.0,,-
GTES,Industrials,21.39,-3.08,36.56,32.8,Neutral,4.52,22.9239,Bearish,★★☆☆☆ →,-3.34,0.0,-6.69,No,Not expected,Not imminent,2.3,Increasing,0.01,-3.34,Balanced metrics,21.25,Low,,1139.5,,-
BRZE,Technology,26.98,-6.12,36.43,44.09,Neutral,5.41,28.0465,Bearish,★★☆☆☆ →,-4.29,0.0,-3.8,No,Not expected,Not imminent,2.1,Increasing,0.0,-4.29,Balanced metrics,26.75,High,,1219.0,,-
SM,Energy,18.39,-2.54,36.34,35.73,Neutral,5.23,19.6843,Bearish,★★☆☆☆ →,-4.96,0.0,-6.58,No,Not expected,Not imminent,1.9,Decreasing,0.0,-4.96,Balanced metrics,18.21,High,,1277.5,,-
APLS,Healthcare,20.1,-1.13,36.32,38.58,Neutral,8.04,21.8644,Bearish,★★☆☆☆ →,-2.85,0.0,-8.07,No,Not expected,Not imminent,1.9,Decreasing,0.0,-2.85,Balanced metrics,19.99,High,,1081.0,,-
RNG,Technology,26.78,-1.76,36.32,39.79,Neutral,3.85,27.8964,Bearish,★★☆☆☆ →,-10.55,0.0,-4.0,No,Not expected,Not imminent,1.8,Decreasing,0.0,-10.55,Balanced metrics,26.21,Low,,1548.0,,-
PRVA,Healthcare,23.22,-0.98,36.3,38.65,Neutral,4.13,24.2718,Bearish,★★☆☆☆ →,-6.22,0.0,-4.33,No,Not expected,Not imminent,1.9,Increasing,0.03,-6.22,Balanced metrics,22.93,Low,,1358.0,,-
ALHC,Healthcare,16.04,-2.91,36.24,37.38,Neutral,4.6,16.8016,Bearish,★★☆☆☆ →,-4.75,0.0,-4.53,No,Not expected,Not imminent,2.1,Increasing,0.0,-4.75,Balanced metrics,15.89,Low,,1265.0,,-
Z,Communication Services,68.43,-0.54,36.2,34.11,Neutral,3.78,72.768,Bearish,★★☆☆☆ →,-8.36,0.0,-5.96,No,Not expected,Not imminent,2.3,Decreasing,0.02,-8.36,Balanced metrics,67.29,Low,,1468.0,,-
FBIN,Industrials,46.34,-3.48,36.19,33.75,Neutral,3.82,49.5521,Bearish,★★☆☆☆ →,-8.46,0.0,-6.48,No,Not expected,Not imminent,1.7,Decreasing,0.0,-8.46,Balanced metrics,45.56,Low,,1473.0,,-
INMD,Healthcare,13.91,-1.83,36.01,32.17,Neutral,2.46,14.6641,Bearish,★★☆☆☆ →,-5.31,0.0,-5.14,No,Not expected,Not imminent,1.7,Decreasing,0.0,-5.31,Balanced metrics,13.76,Low,,1301.0,,-
CWK,Real Estate,14.77,-4.59,35.99,33.74,Neutral,3.95,15.7319,Bearish,★★☆☆☆ →,-5.2,0.0,-6.11,No,Not expected,Not imminent,2.0,Increasing,0.04,-5.2,Balanced metrics,14.62,Low,,1293.0,,-
CDE,Basic Materials,14.46,-2.36,35.92,37.2,Neutral,7.4,16.1377,Bearish,★★☆☆☆ →,-4.49,0.0,-10.4,No,Not expected,Not imminent,2.2,Decreasing,0.03,-4.49,Balanced metrics,14.33,High,,1239.0,,-
TOL,Consumer Cyclical,126.68,-2.81,35.87,32.13,Neutral,2.83,133.5229,Bearish,★★☆☆☆ →,-4.97,0.0,-5.12,No,Not expected,Not imminent,2.2,Decreasing,0.0,-4.97,Balanced metrics,125.42,Low,,1279.0,,-
SOXX,Unknown,283.56,-1.72,35.85,44.05,Neutral,3.46,293.8276,Bearish,★★☆☆☆ →,-8.05,0.0,-3.49,No,Not expected,Not imminent,2.1,Increasing,0.05,-8.05,Balanced metrics,278.99,Low,,1454.0,,-
YINN,Unknown,46.87,-3.54,35.8,42.52,Neutral,4.63,49.4644,Bearish,★★☆☆☆ →,-2.15,0.0,-5.24,No,Not expected,Not imminent,1.8,Decreasing,0.02,-2.15,Balanced metrics,46.67,Low,,994.0,,-
ALK,Industrials,39.11,-6.14,35.79,32.2,Neutral,4.46,43.1992,Bearish,★★☆☆☆ →,-4.77,0.0,-9.47,No,Not expected,Not imminent,2.1,Increasing,0.0,-4.77,Balanced metrics,38.74,Low,,1266.0,,-
HGV,Consumer Cyclical,38.32,-2.67,35.77,34.71,Neutral,3.84,41.0386,Bearish,★★☆☆☆ →,-8.43,0.0,-6.62,No,Not expected,Not imminent,1.9,Decreasing,0.01,-8.43,Balanced metrics,37.67,Low,,1469.5,,-
TPR,Consumer Cyclical,101.74,0.33,35.7,39.8,Neutral,4.51,106.6049,Bearish,★★☆☆☆ →,-4.32,0.0,-4.56,No,Not expected,Not imminent,2.3,Increasing,0.04,-4.32,Balanced metrics,100.86,Low,,1223.0,,-
EL,Consumer Defensive,86.09,-2.37,35.68,36.82,Neutral,3.89,91.8112,Bearish,★★☆☆☆ →,-7.68,0.0,-6.23,No,Not expected,Not imminent,2.1,Decreasing,0.03,-7.68,Balanced metrics,84.77,Low,,1435.5,,-
MDB,Technology,339.6,-3.69,35.62,47.61,Neutral,5.16,348.6567,Bearish,★★☆☆☆ →,-7.98,0.0,-2.6,No,Not expected,Not imminent,1.9,Increasing,0.12,-7.98,Balanced metrics,334.18,High,,1449.0,,-
WBI,Energy,23.48,-5.09,35.51,41.72,Neutral,4.85,24.5255,Bearish,★★☆☆☆ →,-4.63,0.0,-4.26,No,Not expected,Not imminent,1.9,Increasing,0.02,-4.63,Balanced metrics,23.26,Low,,1253.5,,-
MP,Basic Materials,56.98,-2.83,35.46,40.65,Neutral,7.92,62.6017,Bearish,★★☆☆☆ →,-1.18,0.0,-8.98,No,Not expected,Not imminent,2.0,Decreasing,0.03,-1.18,Balanced metrics,56.85,High,,896.5,,-
CLS,Technology,309.37,-0.49,35.44,51.04,Neutral,8.35,313.5501,Bearish,★★☆☆☆ →,-11.36,0.0,-1.33,No,Not expected,Not imminent,2.5,Increasing,0.08,-11.36,Balanced metrics,302.34,High,,1569.0,,-
IGV,Unknown,105.49,-1.81,35.44,32.23,Neutral,2.41,111.1282,Bearish,★★☆☆☆ →,-8.82,0.0,-5.07,No,Not expected,Not imminent,1.9,Increasing,0.02,-8.82,Balanced metrics,103.63,Low,,1496.0,,-
FCX,Basic Materials,39.0,-2.89,35.41,41.57,Neutral,3.84,40.6557,Bearish,★★☆☆☆ →,-5.29,0.0,-4.07,No,Not expected,Not imminent,1.8,Increasing,0.01,-5.29,Balanced metrics,38.59,Low,,1299.0,,-
JEF,Financial Services,52.49,-5.41,35.4,41.32,Neutral,4.2,55.2394,Bearish,★★☆☆☆ →,-0.79,0.0,-4.98,No,Not expected,Not imminent,1.9,Increasing,0.0,-0.79,Balanced metrics,52.41,Low,,846.0,,-
LNTH,Healthcare,52.5,-0.96,35.35,43.51,Neutral,5.09,54.3034,Bearish,★★☆☆☆ →,-7.6,0.0,-3.32,No,Not expected,Not imminent,2.0,Increasing,0.0,-7.6,Balanced metrics,51.7,High,,1431.0,,-
NXPI,Technology,190.51,-3.34,35.18,30.49,Neutral,3.42,206.6755,Bearish,★★☆☆☆ →,-9.45,0.0,-7.82,No,Not expected,Not imminent,1.7,Decreasing,0.0,-9.45,Balanced metrics,186.91,Low,,1521.0,,-
RGC,Healthcare,12.93,2.62,35.17,39.34,Neutral,8.58,14.4084,Bearish,★★☆☆☆ →,-4.65,0.0,-10.26,No,Not expected,Not imminent,1.6,Decreasing,0.01,-4.65,Balanced metrics,12.81,High,,1255.0,,-
IART,Healthcare,11.73,-0.17,35.15,36.98,Neutral,7.73,12.7307,Bearish,★★☆☆☆ →,2.09,0.0,-7.86,No,Not expected,Not imminent,1.8,Decreasing,0.0,2.09,Balanced metrics,11.78,High,,443.0,,-
FA,Industrials,12.5,-5.23,35.12,34.59,Neutral,5.65,13.4303,Bearish,★★☆☆☆ →,1.3,0.0,-6.93,No,Not expected,Not imminent,1.8,Increasing,0.0,1.3,Balanced metrics,12.53,High,,508.0,,-
